Project_ID,Project_Title,Domain,Sub_Domain,Project_Type,Technology,Abstract,Academic_Year,Student_Interest_Tags
P1290,Secure Deep Learning Recommendation Engine,AI/ML,Deep Learning,Software,Python LSTM,This software project focuses on deep learning under the AI/ML domain using Python LSTM.,2023-24,Deep Learning
P1291,Design and Implementation of Deep Learning Monitoring System,AI/ML,Deep Learning,Software,Python CNN,This software project focuses on deep learning under the AI/ML domain using Python CNN.,2023-24,Deep Learning
P1292,Intelligent Healthcare IT Recommendation Engine,Web Development,Healthcare IT,Software,HTML CSS JS Django,This software project focuses on healthcare it under the Web Development domain using HTML CSS JS Django.,2023-24,Healthcare IT
P1293,Smart Home Automation Management System,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2022-23,Home Automation
P1294,Intelligent Database Systems Monitoring System,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2023-24,Database Systems
P1295,Design and Implementation of Career Platforms Prediction Model,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2023-24,Career Platforms
P1296,Design and Implementation of Career Platforms Attendance Platform,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2022-23,Career Platforms
P1297,ML-Driven Smart City Management System,IoT,Smart City,Hardware + Software,IoT Sensors Cloud,This hardware + software project focuses on smart city under the IoT domain using IoT Sensors Cloud.,2022-23,Smart City
P1298,Design and Implementation of FinTech Automation System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2021-22,FinTech
P1299,AI-Based AgriTech Monitoring System,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2022-23,AgriTech
P1300,ML-Driven Blockchain Systems Recommendation Engine,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1301,Design and Implementation of Recommender Systems Management System,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2022-23,Recommender Systems
P1302,Smart Blockchain Systems Monitoring System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1303,Real-Time Web Applications Decision Support System,Web Development,Web Applications,Software,HTML CSS JavaScript PHP,This software project focuses on web applications under the Web Development domain using HTML CSS JavaScript PHP.,2022-23,Web Applications
P1304,Analysis of EdTech Recommendation Engine,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2022-23,EdTech
P1305,ML-Driven Smart City Prediction Model,IoT,Smart City,Hardware + Software,IoT Sensors Cloud,This hardware + software project focuses on smart city under the IoT domain using IoT Sensors Cloud.,2022-23,Smart City
P1306,AI-Based Home Automation Recommendation Engine,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2021-22,Home Automation
P1307,Intelligent Energy Systems Analytics Dashboard,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2022-23,Energy Systems
P1308,Smart Database Systems Monitoring Solution,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P1309,Automated Deep Learning Prediction Model,AI/ML,Deep Learning,Software,Python LSTM,This software project focuses on deep learning under the AI/ML domain using Python LSTM.,2021-22,Deep Learning
P1310,Analysis of Natural Language Processing Monitoring Solution,AI/ML,Natural Language Processing,Software,Python BERT,This software project focuses on natural language processing under the AI/ML domain using Python BERT.,2023-24,Natural Language Processing
P1311,Secure Recommender Systems Decision Support System,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2021-22,Recommender Systems
P1312,Analysis of Predictive Analytics Attendance Platform,AI/ML,Predictive Analytics,Software,Python Regression,This software project focuses on predictive analytics under the AI/ML domain using Python Regression.,2022-23,Predictive Analytics
P1313,Real-Time Blockchain Systems Analytics Dashboard,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1314,Development of Blockchain Systems Detection Framework,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1315,ML-Driven Smart City Attendance Platform,IoT,Smart City,Hardware + Software,Arduino Sensors MQTT,This hardware + software project focuses on smart city under the IoT domain using Arduino Sensors MQTT.,2021-22,Smart City
P1316,Secure EdTech Recommendation Engine,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2023-24,EdTech
P1317,Intelligent Database Systems Analytics Dashboard,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P1318,Development of Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1319,Development of Blockchain Systems Automation System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1320,Analysis of Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1321,Development of Blockchain Systems Analytics Dashboard,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1322,Development of E-Commerce Monitoring System,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2022-23,E-Commerce
P1323,Analysis of Home Automation Detection Framework,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2023-24,Home Automation
P1324,Real-Time Career Platforms Decision Support System,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2023-24,Career Platforms
P1325,Analysis of Smart City Recommendation Engine,IoT,Smart City,Hardware + Software,IoT Sensors Cloud,This hardware + software project focuses on smart city under the IoT domain using IoT Sensors Cloud.,2022-23,Smart City
P1326,Development of Blockchain Systems Recommendation Engine,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1327,ML-Driven Blockchain Systems Management System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1328,AI-Based Energy Systems Attendance Platform,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2021-22,Energy Systems
P1329,Design and Implementation of Deep Learning Monitoring Solution,AI/ML,Deep Learning,Software,Python LSTM,This software project focuses on deep learning under the AI/ML domain using Python LSTM.,2021-22,Deep Learning
P1330,Development of Blockchain Systems Monitoring Solution,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1331,Real-Time Recommender Systems Monitoring Solution,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2023-24,Recommender Systems
P1332,Intelligent Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1333,Design and Implementation of Blockchain Systems Analytics Dashboard,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1334,AI-Based Deep Learning Prediction Model,AI/ML,Deep Learning,Software,Python LSTM,This software project focuses on deep learning under the AI/ML domain using Python LSTM.,2022-23,Deep Learning
P1335,ML-Driven FinTech Analytics Dashboard,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P1336,Development of E-Commerce Prediction Model,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2023-24,E-Commerce
P1337,ML-Driven FinTech Monitoring System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2021-22,FinTech
P1338,Analysis of Web Applications Automation System,Web Development,Web Applications,Software,React Node MySQL,This software project focuses on web applications under the Web Development domain using React Node MySQL.,2023-24,Web Applications
P1339,Analysis of Database Systems Prediction Model,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2022-23,Database Systems
P1340,Intelligent AgriTech Management System,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2022-23,AgriTech
P1341,Automated Database Systems Management System,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2023-24,Database Systems
P1342,Smart Recommender Systems Monitoring Solution,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2021-22,Recommender Systems
P1343,Analysis of Smart City Prediction Model,IoT,Smart City,Hardware + Software,Arduino Sensors MQTT,This hardware + software project focuses on smart city under the IoT domain using Arduino Sensors MQTT.,2022-23,Smart City
P1344,Real-Time Computer Vision Management System,AI/ML,Computer Vision,Software,Python OpenCV CNN,This software project focuses on computer vision under the AI/ML domain using Python OpenCV CNN.,2023-24,Computer Vision
P1345,AI-Based Recommender Systems Management System,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2022-23,Recommender Systems
P1346,Intelligent Database Systems Monitoring Solution,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2023-24,Database Systems
P1347,Smart Healthcare IT Detection Framework,Web Development,Healthcare IT,Software,HTML CSS JS Django,This software project focuses on healthcare it under the Web Development domain using HTML CSS JS Django.,2022-23,Healthcare IT
P1348,Secure Blockchain Systems Automation System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1349,Development of Blockchain Systems Monitoring Solution,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1350,Smart FinTech Analytics Dashboard,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P1351,Design and Implementation of AgriTech Analytics Dashboard,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2023-24,AgriTech
P1352,Smart E-Commerce Prediction Model,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2022-23,E-Commerce
P1353,Intelligent EdTech Automation System,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2021-22,EdTech
P1354,Analysis of Career Platforms Automation System,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2023-24,Career Platforms
P1355,Smart Recommender Systems Prediction Model,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2021-22,Recommender Systems
P1356,Automated Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1357,Smart Career Platforms Prediction Model,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2023-24,Career Platforms
P1358,Development of FinTech Monitoring Solution,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2022-23,FinTech
P1359,Intelligent Blockchain Systems Monitoring Solution,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1360,Smart Computer Vision Management System,AI/ML,Computer Vision,Software,Python YOLO,This software project focuses on computer vision under the AI/ML domain using Python YOLO.,2023-24,Computer Vision
P1361,ML-Driven Energy Systems Prediction Model,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2023-24,Energy Systems
P1362,Smart Blockchain Systems Recommendation Engine,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1363,Intelligent FinTech Management System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2022-23,FinTech
P1364,ML-Driven Blockchain Systems Attendance Platform,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1365,Secure EdTech Prediction Model,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2023-24,EdTech
P1366,Development of FinTech Monitoring Solution,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P1367,Smart Recommender Systems Management System,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2023-24,Recommender Systems
P1368,AI-Based FinTech Management System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P1369,Design and Implementation of Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1370,Smart Smart City Detection Framework,IoT,Smart City,Hardware + Software,Arduino Sensors MQTT,This hardware + software project focuses on smart city under the IoT domain using Arduino Sensors MQTT.,2022-23,Smart City
P1371,Real-Time Career Platforms Management System,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2021-22,Career Platforms
P1372,Smart Database Systems Attendance Platform,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2023-24,Database Systems
P1373,Analysis of Computer Vision Monitoring System,AI/ML,Computer Vision,Software,Python OpenCV CNN,This software project focuses on computer vision under the AI/ML domain using Python OpenCV CNN.,2022-23,Computer Vision
P1374,Design and Implementation of Blockchain Systems Management System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1375,Development of Energy Systems Recommendation Engine,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2023-24,Energy Systems
P1376,Development of FinTech Analytics Dashboard,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2022-23,FinTech
P1377,Development of Web Applications Monitoring System,Web Development,Web Applications,Software,HTML CSS JavaScript PHP,This software project focuses on web applications under the Web Development domain using HTML CSS JavaScript PHP.,2021-22,Web Applications
P1378,Intelligent Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1379,Smart Database Systems Decision Support System,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P1380,Analysis of Computer Vision Automation System,AI/ML,Computer Vision,Software,Python YOLO,This software project focuses on computer vision under the AI/ML domain using Python YOLO.,2021-22,Computer Vision
P1381,Smart Career Platforms Attendance Platform,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2021-22,Career Platforms
P1382,Design and Implementation of Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1383,Analysis of Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1384,AI-Based Blockchain Systems Monitoring Solution,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1385,Analysis of Blockchain Systems Analytics Dashboard,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1386,Design and Implementation of Blockchain Systems Automation System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1387,Intelligent Blockchain Systems Recommendation Engine,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1388,Real-Time Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1389,Automated Computer Vision Recommendation Engine,AI/ML,Computer Vision,Software,Python YOLO,This software project focuses on computer vision under the AI/ML domain using Python YOLO.,2022-23,Computer Vision
P1390,Development of AgriTech Attendance Platform,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2022-23,AgriTech
P1391,Real-Time Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1392,Real-Time Computer Vision Management System,AI/ML,Computer Vision,Software,Python OpenCV CNN,This software project focuses on computer vision under the AI/ML domain using Python OpenCV CNN.,2023-24,Computer Vision
P1393,Smart Blockchain Systems Monitoring System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1394,Automated Recommender Systems Prediction Model,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2021-22,Recommender Systems
P1395,Design and Implementation of Computer Vision Analytics Dashboard,AI/ML,Computer Vision,Software,Python OpenCV CNN,This software project focuses on computer vision under the AI/ML domain using Python OpenCV CNN.,2022-23,Computer Vision
P1396,Intelligent Web Applications Automation System,Web Development,Web Applications,Software,React Node MySQL,This software project focuses on web applications under the Web Development domain using React Node MySQL.,2023-24,Web Applications
P1397,Real-Time Healthcare IT Management System,Web Development,Healthcare IT,Software,HTML CSS JS Django,This software project focuses on healthcare it under the Web Development domain using HTML CSS JS Django.,2022-23,Healthcare IT
P1398,ML-Driven Web Applications Prediction Model,Web Development,Web Applications,Software,React Node MySQL,This software project focuses on web applications under the Web Development domain using React Node MySQL.,2021-22,Web Applications
P1399,Analysis of E-Commerce Decision Support System,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2023-24,E-Commerce
P1400,Automated Healthcare IT Decision Support System,Web Development,Healthcare IT,Software,HTML CSS JS Django,This software project focuses on healthcare it under the Web Development domain using HTML CSS JS Django.,2023-24,Healthcare IT
P1401,Secure FinTech Automation System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P1402,ML-Driven Natural Language Processing Attendance Platform,AI/ML,Natural Language Processing,Software,Python NLP Scikit-learn,This software project focuses on natural language processing under the AI/ML domain using Python NLP Scikit-learn.,2021-22,Natural Language Processing
P1403,AI-Based Natural Language Processing Monitoring System,AI/ML,Natural Language Processing,Software,Python NLP Scikit-learn,This software project focuses on natural language processing under the AI/ML domain using Python NLP Scikit-learn.,2021-22,Natural Language Processing
P1404,Development of FinTech Analytics Dashboard,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P1405,Development of Smart City Analytics Dashboard,IoT,Smart City,Hardware + Software,IoT Sensors Cloud,This hardware + software project focuses on smart city under the IoT domain using IoT Sensors Cloud.,2022-23,Smart City
P1406,Analysis of Database Systems Prediction Model,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P1407,AI-Based Smart City Automation System,IoT,Smart City,Hardware + Software,Arduino Sensors MQTT,This hardware + software project focuses on smart city under the IoT domain using Arduino Sensors MQTT.,2021-22,Smart City
P1408,AI-Based Predictive Analytics Analytics Dashboard,AI/ML,Predictive Analytics,Software,Python Regression,This software project focuses on predictive analytics under the AI/ML domain using Python Regression.,2021-22,Predictive Analytics
P1409,Real-Time Deep Learning Attendance Platform,AI/ML,Deep Learning,Software,Python LSTM,This software project focuses on deep learning under the AI/ML domain using Python LSTM.,2021-22,Deep Learning
P1410,Smart E-Commerce Automation System,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2021-22,E-Commerce
P1411,Intelligent Recommender Systems Automation System,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2023-24,Recommender Systems
P1412,Intelligent Blockchain Systems Monitoring System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1413,Intelligent Recommender Systems Detection Framework,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2023-24,Recommender Systems
P1414,Analysis of FinTech Attendance Platform,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2022-23,FinTech
P1415,Intelligent Blockchain Systems Monitoring System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1416,Automated E-Commerce Monitoring Solution,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2022-23,E-Commerce
P1417,Analysis of FinTech Analytics Dashboard,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P1418,Smart FinTech Prediction Model,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P1419,Intelligent Recommender Systems Automation System,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2021-22,Recommender Systems
P1420,ML-Driven FinTech Monitoring System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2021-22,FinTech
P1421,Smart EdTech Monitoring Solution,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2022-23,EdTech
P1422,Automated Computer Vision Automation System,AI/ML,Computer Vision,Software,Python OpenCV CNN,This software project focuses on computer vision under the AI/ML domain using Python OpenCV CNN.,2022-23,Computer Vision
P1423,Analysis of FinTech Monitoring Solution,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2022-23,FinTech
P1424,Smart Blockchain Systems Management System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1425,Smart Computer Vision Automation System,AI/ML,Computer Vision,Software,Python YOLO,This software project focuses on computer vision under the AI/ML domain using Python YOLO.,2022-23,Computer Vision
P1426,Automated Database Systems Detection Framework,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P1427,Development of AgriTech Prediction Model,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2022-23,AgriTech
P1428,Intelligent EdTech Detection Framework,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2022-23,EdTech
P1429,Design and Implementation of Deep Learning Monitoring Solution,AI/ML,Deep Learning,Software,Python CNN,This software project focuses on deep learning under the AI/ML domain using Python CNN.,2023-24,Deep Learning
P1430,Real-Time Predictive Analytics Decision Support System,AI/ML,Predictive Analytics,Software,Python Regression,This software project focuses on predictive analytics under the AI/ML domain using Python Regression.,2022-23,Predictive Analytics
P1431,Smart Home Automation Detection Framework,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2023-24,Home Automation
P1432,Analysis of Database Systems Detection Framework,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2022-23,Database Systems
P1433,Automated Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P1434,Analysis of Career Platforms Attendance Platform,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2021-22,Career Platforms
P1435,Smart FinTech Automation System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2021-22,FinTech
P1436,Automated Smart City Attendance Platform,IoT,Smart City,Hardware + Software,IoT Sensors Cloud,This hardware + software project focuses on smart city under the IoT domain using IoT Sensors Cloud.,2023-24,Smart City
P1437,Intelligent Smart City Automation System,IoT,Smart City,Hardware + Software,IoT Sensors Cloud,This hardware + software project focuses on smart city under the IoT domain using IoT Sensors Cloud.,2023-24,Smart City
P1438,Smart Home Automation Management System,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2023-24,Home Automation
P1439,AI-Based Blockchain Systems Automation System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P1440,Development of Blockchain Systems Analytics Dashboard,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P1441,Secure EdTech Prediction Model,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2023-24,EdTech
P1442,Automated Energy Systems Attendance Platform,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2022-23,Energy Systems
